ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
86093,73,317,5605,6125,26,2,1,7,3,105,896,1751,1815,1799,2,1,59,128,66,0,18,10,120,18960,358344.0,18.9,0.16,7,1,2125,2079,368.38
86094,54,320,5632,6126,9,2,1,7,3,106,896,1731,1792,1784,2,1,59,130,66,15,18,10,120,13429,264685.59,19.71,0.16,65,1,1836,1017,272.1
86095,15,381,5759,6131,41,2,1,7,3,273,896,1731,1805,1817,2,1,59,117,61,15,32,11,30,29440,138368.0,4.7,0.16,12,1,1302,3958,142.24
86096,73,316,5616,6129,26,2,1,7,3,105,896,1751,1822,1815,2,5,59,142,74,15,2,8,240,45696,74484.48,1.63,0.01,11,0,4392,6438,76.57
86097,71,193,5354,6132,41,2,1,7,3,400,896,1731,1793,1783,2,1,59,145,74,15,19,10,60,77187,168267.66,2.18,0.04,39,1,2320,229,208.15
86102,15,381,5758,6233,41,2,1,7,3,273,896,1783,1871,1844,2,1,59,10,0,15,33,10,60,323,3627.29,11.23,0.19,11,1,1824,3474,3.73
86103,49,474,5911,6238,34,2,1,7,0,579,896,1791,1880,1861,2,1,59,59,14,15,47,11,30,7764,83695.92,10.78,0.36,65,1,463,931,86.04
86104,71,332,5643,6191,41,2,1,7,3,133,896,1769,1851,1834,2,1,59,128,66,0,18,10,120,35822,677035.8,18.9,0.16,7,0,4411,6457,695.99
86106,54,320,5634,6245,9,2,1,7,3,106,896,1789,1853,1825,2,5,59,180,85,15,2,7,240,106,222.6,2.1,0.01,23,0,4429,6475,0.23
86107,73,442,5833,6225,26,2,1,7,3,464,896,1842,1889,1856,2,1,59,59,14,15,47,11,30,76236,821824.08,10.78,0.36,65,0,4423,6469,844.84
86108,19,446,5825,6231,8,2,1,7,0,498,896,1784,1869,1864,2,1,59,119,62,15,10,11,60,3485,22722.2,6.52,0.11,39,0,4426,6472,23.36
86110,64,396,5766,6145,30,2,1,7,3,366,896,1762,1835,1802,2,1,59,145,74,15,19,10,60,88809,200708.34,2.26,0.04,39,0,4397,6443,206.33
86111,54,320,5620,6147,9,2,1,7,3,106,896,1731,1808,1799,2,5,59,14,1,15,45,11,60,10000,40900.0,4.09,0.07,65,1,1882,2260,42.05
86112,54,339,5674,6158,9,2,1,7,3,166,896,1731,1808,1799,2,1,59,16,1,15,48,11,30,2600,35152.0,13.52,0.45,25,1,1240,4939,36.14
86113,64,387,5750,6168,30,2,1,7,0,258,896,1741,1814,1847,2,5,59,121,62,15,27,11,60,362,720.38,1.99,0.03,65,1,686,5227,0.74
86114,71,383,5755,6176,41,2,1,7,3,305,896,1751,1820,1810,2,1,59,59,14,15,47,11,30,175000,1886500.0,10.78,0.36,65,0,4406,6452,1939.32
86115,71,383,5752,6180,41,2,1,7,3,305,896,1738,1850,1834,2,1,59,183,85,15,33,10,60,7130,38787.2,5.44,0.09,11,0,4407,6453,39.87
86116,73,317,5598,6185,26,2,1,7,3,105,896,1769,1843,1810,2,1,59,110,59,15,9,11,60,232476,1885380.36,8.11,0.14,23,0,4409,6455,1938.17
86117,73,317,5598,6185,26,2,1,7,3,105,896,1769,1843,1810,2,1,59,110,59,15,9,11,60,42000,340620.0,8.11,0.14,84,0,4409,6455,350.16
86118,19,446,5823,6199,8,2,1,7,0,498,896,1758,1865,1855,2,1,59,56,12,15,49,10,30,2955,9485.55,3.21,0.11,84,0,4415,6461,9.75
86119,19,446,5823,6199,8,2,1,7,0,498,896,1758,1865,1855,2,1,59,183,85,15,33,10,60,2829,15389.76,5.44,0.09,11,0,4415,6461,15.82
86120,19,446,5823,6199,8,2,1,7,0,498,896,1758,1865,1855,2,1,59,59,14,15,47,11,30,3300,35574.0,10.78,0.36,39,0,4415,6461,36.57
86121,73,316,5606,6186,26,2,1,7,3,105,896,1769,1894,1856,2,1,59,119,62,15,10,11,60,90472,589877.44,6.52,0.11,11,0,4410,6456,606.39
86129,23,435,5795,6206,6,2,1,7,0,397,896,1771,1822,1795,2,1,59,145,74,15,19,10,60,525,1160.25,2.21,0.04,39,1,1824,4381,1.19
86130,73,364,5713,6214,26,2,1,7,3,20,896,1771,1889,1861,2,1,59,56,12,15,49,10,30,77000,247170.0,3.21,0.11,64,0,4419,6465,254.09
86131,73,442,5828,6248,26,2,1,7,3,464,896,1841,1889,1861,2,1,59,130,66,15,18,10,120,14480,285400.8,19.71,0.16,11,1,2878,3932,293.39
86133,68,418,5927,6253,37,2,1,7,3,382,896,1818,1880,1856,2,5,59,112,59,15,25,2,60,54976,206160.0,3.75,0.06,84,1,1246,1962,211.93
86134,107,337,5671,6254,28,2,1,7,1,169,896,1789,1850,1815,2,5,59,115,60,15,28,2,60,10383,19727.7,1.9,0.03,23,1,3011,3357,20.28
86135,134,485,5915,6250,27,2,1,7,3,626,896,1789,1858,1828,2,1,59,119,62,15,10,11,60,13337,86957.24,6.52,0.11,11,0,4431,6477,89.39
86136,68,302,5568,6263,37,2,1,7,3,81,896,1811,1880,1856,2,1,59,10,0,15,33,10,60,24876,285078.96,11.46,0.19,65,1,1236,2285,352.64
86137,79,458,5856,6275,39,2,1,7,0,552,896,1789,1870,1843,2,1,59,183,85,15,33,10,60,1000,5440.0,5.44,0.09,11,0,4435,6481,5.59
86138,71,441,5804,6276,41,2,1,7,3,413,896,1789,1862,1841,2,1,59,145,74,15,19,10,60,319150,705321.5,2.21,0.04,39,1,982,1923,725.07
86139,54,372,5943,6294,9,2,1,7,3,53,896,1809,1880,1856,2,1,59,175,84,15,33,10,30,2095,7583.9,3.62,0.12,65,0,4443,6489,7.8
86140,54,372,5742,6293,9,2,1,7,3,53,896,1809,1880,1856,2,1,59,130,66,15,18,10,120,21497,422631.02,19.66,0.16,65,1,1083,2022,434.46
86141,71,332,5648,6306,41,2,1,7,3,133,896,1809,1904,1869,2,1,59,117,61,15,32,11,30,20327,93910.74,4.62,0.15,39,1,1101,4487,96.54
86142,19,476,5906,6304,8,2,1,7,0,579,896,1857,1957,1922,2,1,59,175,84,15,33,10,30,5850,22113.0,3.78,0.13,39,0,4446,6492,22.73
86143,107,440,5847,6313,28,2,1,7,1,414,896,1809,1889,1852,2,1,59,56,12,15,49,10,30,6776,21141.12,3.12,0.1,64,1,2427,5174,21.73
86144,23,435,5798,6323,6,2,1,7,0,397,896,1824,1905,1869,2,1,59,110,59,15,9,11,60,1536,12456.96,8.11,0.14,65,0,4448,6494,12.81
86147,54,456,5877,6334,9,2,1,7,3,471,896,1830,1913,1878,2,1,59,56,12,15,49,10,30,25555,82031.55,3.21,0.11,64,0,4454,6500,84.33
86148,51,409,5782,6338,42,2,1,7,0,403,896,1857,1926,1892,2,5,59,112,59,15,25,2,60,20000,75000.0,3.75,0.06,84,1,953,3874,77.1
86151,79,458,5865,6345,39,2,1,7,3,552,896,1867,1938,1909,2,1,59,56,12,15,49,10,30,7500,24075.0,3.21,0.11,39,0,4460,6506,24.75
86154,79,536,5974,6359,39,2,1,7,3,186,896,1943,1933,1904,2,1,59,59,14,15,47,11,30,13000,126880.0,9.76,0.33,65,0,4462,6508,149.34
86155,79,536,5983,6358,39,2,1,7,3,186,896,1857,1933,1899,2,1,59,59,14,15,47,11,30,85000,829600.0,9.76,0.33,65,1,4687,5433,976.44
86156,51,463,5894,6364,42,2,1,7,3,511,896,1857,1929,1901,2,5,59,120,62,15,27,2,60,30457,60609.43,1.99,0.03,66,1,1261,4527,62.31
86158,54,372,5740,6343,9,2,1,7,3,53,896,1857,1952,1917,2,5,59,120,62,15,27,2,60,1956,3892.44,1.99,0.03,23,0,4458,6504,4.0
86159,73,364,5715,6365,26,2,1,7,3,20,896,1876,1967,1929,2,1,59,119,62,15,10,11,60,43334,291637.82,6.73,0.11,39,0,4464,6510,299.8
86161,54,372,5741,6372,9,2,1,7,3,53,896,1874,1971,1932,2,1,59,130,66,15,18,10,120,11728,227054.08,19.36,0.16,11,1,1584,5162,233.41
86162,79,536,5982,6384,39,2,1,7,3,186,896,1876,1961,1923,2,1,59,16,1,15,48,11,30,10300,139256.0,13.52,0.45,65,0,4472,6518,163.9
86163,71,475,5903,6400,41,2,1,7,3,572,896,1876,1958,1921,2,1,59,145,74,15,19,10,60,27104,59086.72,2.18,0.04,11,0,4477,6523,60.74
86164,107,495,5930,6402,28,2,1,7,1,652,896,1877,1948,1913,2,1,59,110,59,15,9,11,60,183995,1420441.4,7.72,0.13,84,0,4478,6524,1460.21
86167,54,456,5883,6411,9,2,1,7,3,471,896,1876,1970,1941,2,1,59,119,62,15,10,11,60,19000,123880.0,6.52,0.11,39,0,4479,6525,127.35
86168,54,372,5732,6413,9,2,1,7,3,53,896,1876,1962,1941,2,1,59,119,62,15,10,11,60,104000,699920.0,6.73,0.11,39,1,3269,3143,719.52
86170,73,522,5991,6422,26,2,1,7,3,98,896,1952,1989,1951,2,1,59,145,74,15,19,10,60,1960,4272.8,2.18,0.04,39,1,3346,4865,5.03
86171,71,475,5901,6423,41,2,1,7,3,572,896,1876,1979,1940,2,1,59,145,74,15,19,10,60,198040,431727.2,2.18,0.04,39,0,4485,6531,443.82
86172,51,409,5780,6426,42,2,1,7,3,403,896,1880,1973,1935,2,5,59,112,59,15,25,2,60,4550,16380.0,3.6,0.06,65,0,4487,6533,16.84
86173,41,552,6007,6427,42,2,1,7,3,218,896,1886,1973,1936,2,1,59,119,62,15,10,11,60,20000,130400.0,6.52,0.11,40,1,847,1836,153.48
86174,23,544,5999,6416,6,2,1,7,0,170,896,1876,1965,1928,2,1,59,110,59,15,9,11,60,1728,13340.16,7.72,0.13,65,0,4480,6526,15.7
86179,107,440,6032,6435,28,2,1,7,1,414,896,1878,1969,1934,2,1,59,119,62,15,10,11,60,148569,968669.88,6.52,0.11,11,0,4491,6537,995.79
86181,128,576,6034,6447,38,2,1,7,0,267,896,1893,1998,1958,2,1,59,145,74,15,19,10,60,240,523.2,2.18,0.04,39,1,4687,5433,0.62
86183,71,497,5923,6454,41,2,1,7,3,647,896,1913,1989,1951,2,1,59,59,14,15,47,11,30,600906,5768697.6,9.6,0.32,65,1,2821,4839,5930.22
86185,19,567,6030,6457,8,2,1,7,0,43,896,1916,2048,2000,2,5,59,102,57,15,2,7,240,110,212.3,1.93,0.01,39,0,4498,6544,0.25
86186,19,567,6029,6458,8,2,1,7,0,43,896,1944,2019,1988,2,5,59,12,1,15,45,2,60,820,4173.8,5.09,0.08,25,0,4499,6545,4.91
86187,19,567,6027,6459,8,2,1,7,0,43,896,1953,2054,2005,2,5,59,112,59,15,25,2,60,4355,15678.0,3.6,0.06,65,0,4500,6546,18.45
86188,79,557,6014,6468,39,2,1,7,3,226,896,1912,1996,1955,2,1,59,110,59,15,9,11,60,44102,340467.44,7.72,0.13,40,1,3108,5432,400.73
86189,79,536,5973,6471,39,2,1,7,3,186,896,1943,2013,1968,2,1,59,56,12,15,49,10,30,2,6.24,3.12,0.1,84,0,4503,6549,0.01
86192,107,495,5935,6476,28,2,1,7,1,652,896,1912,1991,1951,2,1,59,183,85,15,33,10,60,793,4226.69,5.33,0.09,11,0,4505,6551,4.35
86193,64,553,6021,6487,30,2,1,7,3,226,896,1952,2005,1961,2,5,59,50,12,15,19,10,90,2118,19697.4,9.3,0.1,84,1,4687,5433,23.18
86195,107,495,5928,6490,28,2,1,7,1,652,896,1912,1991,1951,2,1,59,59,14,15,47,11,30,291928,2802508.8,9.6,0.32,39,1,1933,4520,2880.98
86196,71,497,5920,6496,41,2,1,7,3,647,896,1933,2014,1968,2,5,59,120,62,15,27,2,60,4000,7960.0,1.99,0.03,23,0,4512,6558,8.18
86197,54,456,5875,6498,9,2,1,7,3,471,896,1939,2029,1991,2,1,59,130,66,15,18,10,120,5900,114224.0,19.36,0.16,65,0,4514,6560,117.42
86198,54,456,5875,6498,9,2,1,7,3,471,896,1939,2029,1991,2,1,59,119,62,15,10,11,60,37503,244519.56,6.52,0.11,11,0,4514,6560,251.37
86199,71,497,5924,6502,41,2,1,7,3,647,896,1933,2014,1968,2,1,59,59,14,15,47,11,30,555197,5329891.2,9.6,0.32,65,0,4516,6562,5479.13
86200,107,510,5950,6506,28,2,1,7,1,729,896,1952,2001,1958,2,1,59,110,59,15,9,11,60,150000,1158000.0,7.72,0.13,11,0,4519,6565,1190.42
86203,107,510,6046,6513,28,2,1,7,1,729,896,1952,2014,1973,2,1,59,59,14,15,47,11,30,134991,1295913.6,9.6,0.32,12,1,1457,4020,1332.2
86204,107,510,6046,6513,28,2,1,7,1,729,896,1952,2014,1973,2,1,59,59,14,15,47,11,30,59500,571200.0,9.6,0.32,39,0,4521,6567,587.19
86205,107,510,6048,6515,28,2,1,7,1,729,896,1952,2014,1973,2,1,59,110,59,15,9,11,60,178329,1376699.88,7.72,0.13,40,0,4523,6569,1415.25
86206,107,598,6055,6520,28,2,1,7,0,491,896,1936,2038,1994,2,1,59,119,62,15,10,11,60,37742,246077.84,6.52,0.11,65,1,1748,1965,289.63
86207,19,585,6039,6522,8,2,1,7,0,362,896,1958,2071,2031,2,1,59,56,12,15,49,10,30,9800,30576.0,3.12,0.1,84,0,4526,6572,35.99
86208,79,557,6013,6543,39,2,1,7,3,226,896,1976,2060,2011,2,1,59,110,59,15,9,11,60,30881,250444.91,8.11,0.14,40,0,4533,6579,294.77
86209,71,497,5919,6547,41,2,1,7,3,647,896,1995,2082,2037,2,1,59,119,62,15,10,11,60,55000,358600.0,6.52,0.11,39,0,4687,5432,368.64
86210,71,497,5919,6547,41,2,1,7,3,647,896,1995,2082,2037,2,5,59,12,1,15,45,2,60,44022,224071.98,5.09,0.08,25,0,4687,5432,230.35
86211,64,594,6060,6550,30,2,1,7,0,478,896,1988,2082,2031,2,1,59,175,84,15,33,10,30,385,1366.75,3.55,0.12,65,1,1339,1003,1.61
86212,54,530,5988,6552,9,2,1,7,3,110,896,1985,2079,2029,2,1,59,56,12,15,49,10,30,9800,31262.0,3.19,0.11,84,1,2700,3829,36.8
86213,51,524,5970,6559,42,2,1,7,3,95,896,1995,2068,2022,2,5,59,120,62,15,27,2,60,17660,35143.4,1.99,0.03,23,1,1865,5432,41.36
86216,64,612,6066,6563,30,2,1,7,0,634,896,2000,2083,2036,2,5,59,50,12,15,19,10,90,2434,22636.2,9.3,0.1,84,0,4539,6585,26.64
86235,111,620,3571,3838,28,2,1,7,1,474,896,586,607,606,2,1,59,56,12,15,49,10,30,301,2061.85,6.85,0.23,11,0,3742,5788,4.04
86236,111,620,3572,3839,28,2,1,7,0,474,896,586,589,588,2,5,59,108,58,15,26,2,60,46,114.54,2.49,0.04,23,1,1007,4616,0.22
86237,111,620,3573,3881,28,2,1,7,1,474,896,605,607,606,2,1,59,169,82,15,34,0,60,45,65.7,1.46,0.02,11,0,3748,5794,0.13
86238,111,620,3570,3958,28,2,1,7,1,474,896,644,656,655,2,1,59,56,12,15,49,10,30,380,2363.6,6.22,0.21,11,0,3770,5816,4.63
86239,111,620,3570,3958,28,2,1,7,1,474,896,644,656,655,2,1,59,169,82,15,34,0,60,63,91.98,1.46,0.02,11,0,3770,5816,0.18
86240,75,645,3620,3959,28,2,1,7,1,620,896,645,656,655,2,5,59,143,74,15,2,8,240,1200,2304.0,1.92,0.01,11,1,2194,5261,4.52
86241,75,645,3619,3961,28,2,1,7,1,620,896,633,656,655,2,1,59,56,12,15,49,10,30,2200,13684.0,6.22,0.21,11,0,3771,5817,26.82
86242,89,693,3615,3995,28,2,1,7,1,615,896,679,679,678,2,1,59,145,74,15,19,10,60,20025,58072.5,2.9,0.05,11,0,3785,5831,113.82
86243,54,631,3756,4024,9,2,1,7,0,607,896,667,688,687,2,1,59,56,12,15,49,10,30,30464,176081.92,5.78,0.19,11,0,3794,5840,345.12
86244,54,669,3663,4026,9,2,1,7,0,762,896,667,688,687,2,5,59,102,57,15,2,7,240,2000,3800.0,1.9,0.01,11,1,2841,472,7.45
86245,79,699,3731,4051,39,2,1,7,0,745,896,698,683,682,2,1,59,117,61,15,32,11,30,2150,21500.0,10.0,0.33,65,1,846,2019,42.14
86246,79,678,3695,4052,39,2,1,7,0,725,896,696,710,709,2,1,59,119,62,15,10,11,60,16575,145197.0,8.76,0.15,65,1,2834,4638,284.59
86247,77,703,3439,4054,42,2,1,7,3,329,896,679,692,691,2,1,59,114,60,15,12,11,60,4000,16000.0,4.0,0.07,23,0,3799,5845,31.36
86248,73,702,3678,4086,26,2,1,7,0,718,896,725,721,720,2,1,59,119,62,15,10,11,60,30564,267740.64,8.76,0.15,11,1,1502,4374,524.77
86249,89,640,3617,4093,28,2,1,7,1,615,896,708,701,700,2,1,59,119,62,15,10,11,60,11949,104673.24,8.76,0.15,11,1,129,379,205.16
86250,79,716,3787,4097,39,2,1,7,0,119,896,714,714,713,2,1,59,56,12,15,49,10,30,2500,14450.0,5.78,0.19,11,1,1120,1867,31.15
86251,79,716,3788,4098,39,2,1,7,0,119,896,719,705,704,2,1,59,117,61,15,32,11,30,1100,11000.0,10.0,0.33,65,0,3804,5850,23.72
86252,79,716,3788,4098,39,2,1,7,0,119,896,719,705,704,2,1,59,183,85,15,33,10,60,140,1054.2,7.53,0.13,11,0,3804,5850,2.27
86253,71,676,3684,4105,41,2,1,7,0,726,896,698,716,715,2,1,59,114,60,15,12,11,60,80000,304000.0,3.8,0.06,84,1,2103,5420,595.84
86254,83,727,3894,4106,11,2,1,7,0,178,896,689,701,700,2,1,59,104,57,15,13,10,60,8000,19520.0,2.44,0.04,65,1,2134,2720,42.09
86256,62,700,3724,4116,16,2,1,7,0,739,896,731,745,744,2,5,59,54,12,15,41,0,30,1528,3422.72,2.24,0.07,11,0,3809,5855,7.38
86257,54,631,3760,4119,9,2,1,7,0,607,896,712,726,725,2,1,59,110,59,15,9,11,60,35000,392700.0,11.22,0.19,11,0,3810,5856,769.69
86258,37,618,3761,4123,35,2,1,7,0,545,896,666,680,679,3,2,59,66,21,2,54,15,25,100,2000.0,20.0,0.8,83,0,3811,5857,3.92
86259,79,715,3824,4130,39,2,1,7,3,119,896,743,731,730,2,1,59,145,74,15,19,10,60,1600,4640.0,2.9,0.05,11,1,659,1193,10.0
86260,79,716,3786,4131,39,2,1,7,3,119,896,729,731,730,2,1,59,110,59,15,9,11,60,6600,74052.0,11.22,0.19,65,1,3139,4416,159.66
86261,79,678,3701,4132,39,2,1,7,3,725,896,724,731,730,2,1,59,56,12,15,49,10,30,32660,188774.8,5.78,0.19,11,1,1515,3872,370.0
86262,62,690,3776,4133,16,2,1,7,0,108,896,731,749,748,2,5,59,39,10,15,19,1,60,192,2976.0,15.5,0.26,11,1,2045,455,6.42
86263,79,678,3925,4136,39,2,1,7,3,725,896,724,742,741,2,1,59,110,59,15,9,11,60,29,325.38,11.22,0.19,11,0,3816,5862,0.64
86265,54,725,3941,4139,9,2,1,7,0,246,896,775,740,739,2,1,59,145,74,15,19,10,60,4149,11326.77,2.73,0.05,11,1,2016,193,24.42
86266,79,683,3928,4143,39,2,1,7,0,739,896,741,746,745,2,1,59,183,85,15,33,10,60,744,5602.32,7.53,0.13,11,1,2078,354,10.98
86267,79,716,3945,4147,39,2,1,7,0,119,896,781,705,704,2,1,59,183,85,15,33,10,60,6,45.18,7.53,0.13,11,1,4687,5433,0.1
86268,71,677,3943,4149,41,2,1,7,3,725,896,737,751,750,2,1,59,183,85,15,33,10,60,60683,456942.99,7.53,0.13,39,1,1750,3006,895.61
86269,54,725,3922,4154,9,2,1,7,0,246,896,807,747,746,2,1,59,162,82,15,14,0,60,864,1296.0,1.5,0.02,11,1,2555,3208,2.79
86270,77,732,3902,4158,42,2,1,7,3,246,896,750,755,754,2,1,59,114,60,15,12,11,60,1900,6460.0,3.4,0.06,23,0,3820,5866,13.93
86271,77,728,3904,4160,42,2,1,7,0,246,896,750,755,754,2,1,59,114,60,15,12,11,60,1900,6460.0,3.4,0.06,23,0,3821,5867,13.93
86272,62,690,3930,4163,16,2,1,7,0,108,896,733,749,748,2,1,59,169,82,15,34,0,60,3690,5387.4,1.46,0.02,84,1,829,4267,11.62
86273,62,700,3914,4165,16,2,1,7,0,739,896,735,749,748,2,1,59,119,62,15,10,11,60,19056,166930.56,8.76,0.15,65,1,620,4267,359.9
86274,62,690,3952,4166,16,2,1,7,0,108,896,733,749,748,2,1,59,104,57,15,13,10,60,7920,19324.8,2.44,0.04,11,0,3823,5869,41.66
86275,73,734,3933,4178,26,2,1,7,3,227,896,768,788,787,2,1,59,114,60,15,12,11,60,24880,84592.0,3.4,0.06,84,1,511,3762,182.38
86276,73,734,3933,4178,26,2,1,7,3,227,896,768,788,787,2,1,59,114,60,15,12,11,60,1340,4556.0,3.4,0.06,23,0,3829,5875,9.82
86277,107,721,3831,4182,28,2,1,7,1,193,896,762,770,769,2,1,59,104,57,15,13,10,60,64,156.16,2.44,0.04,11,1,2044,526,0.34
86278,79,770,3946,4196,39,2,1,7,0,51,896,751,766,765,2,1,59,117,61,15,32,11,30,2000,20000.0,10.0,0.33,65,1,756,1663,43.12
86279,107,721,3799,4206,28,2,1,7,1,193,896,762,770,769,2,1,59,145,74,15,19,10,60,3948,10778.04,2.73,0.05,11,1,1951,5432,23.24
86280,107,721,3851,4222,28,2,1,7,1,193,896,762,770,769,2,1,59,110,59,15,9,11,60,7583,85081.26,11.22,0.19,11,1,3219,5432,183.44
86281,107,721,3884,4236,28,2,1,7,1,193,896,788,770,769,2,1,59,167,82,15,20,0,60,61,87.23,1.43,0.02,11,1,2044,5432,0.19
86282,107,721,3835,4202,28,2,1,7,1,193,896,762,770,769,2,1,59,106,58,15,5,11,60,11332,69238.52,6.11,0.1,84,1,3160,5432,149.28
86283,107,721,3839,4216,28,2,1,7,1,193,896,762,770,769,2,1,59,119,62,15,10,11,60,10773,94371.48,8.76,0.15,65,1,3167,5432,203.46
86284,107,721,3881,4241,28,2,1,7,1,193,896,750,770,769,2,1,59,114,60,15,12,11,60,28,95.2,3.4,0.06,84,1,1007,5432,0.21
86285,107,721,3870,4194,28,2,1,7,1,193,896,762,770,769,2,1,59,183,85,15,33,10,60,5000,37500.0,7.5,0.12,65,1,1430,5432,80.85
86286,107,721,3872,4243,28,2,1,7,1,193,896,762,770,769,2,1,59,183,85,15,33,10,60,1000,7500.0,7.5,0.12,65,1,4687,5433,16.17
86287,107,721,3801,4208,28,2,1,7,1,193,896,750,770,769,2,5,59,49,12,15,19,0,90,1000,10070.0,10.07,0.11,11,1,265,5432,21.71
86288,79,678,3931,4253,39,2,1,7,3,725,896,751,766,765,2,1,59,110,59,15,9,11,60,3354,37631.88,11.22,0.19,11,1,2012,1347,73.76
86289,54,688,3738,4263,9,2,1,7,0,89,896,753,771,770,2,1,59,183,85,15,33,10,60,915,6889.95,7.53,0.13,11,1,2417,1366,13.5
86290,68,792,3998,4267,37,2,1,7,0,311,896,823,783,782,2,1,59,145,74,15,19,10,60,3319,9060.87,2.73,0.05,11,1,2865,3349,19.54
86291,68,792,3998,4267,37,2,1,7,0,311,896,823,783,782,2,1,59,145,74,15,19,10,60,3529,9634.17,2.73,0.05,23,0,3838,5884,20.77
86293,71,677,3690,4274,41,2,1,7,3,725,896,770,780,779,2,1,59,56,12,15,49,10,30,115000,546250.0,4.75,0.16,65,0,3839,5885,1070.65
86294,107,721,3805,4279,28,2,1,7,1,193,896,788,800,799,2,1,59,56,12,15,49,10,30,12240,58140.0,4.75,0.16,11,1,126,5368,125.35
86295,107,721,3809,4281,28,2,1,7,1,193,896,788,800,799,2,1,59,56,12,15,49,10,30,336,1596.0,4.75,0.16,11,1,1613,5368,3.44
86296,73,734,3936,4294,26,2,1,7,3,227,896,802,820,819,2,1,59,114,60,15,12,11,60,8670,29478.0,3.4,0.06,23,0,3841,5887,63.55
86297,73,734,3936,4294,26,2,1,7,3,227,896,802,820,819,2,1,59,183,85,15,33,10,60,5040,36338.4,7.21,0.12,39,0,3841,5887,78.35
86298,107,721,3826,4303,28,2,1,7,1,193,896,788,800,799,2,1,59,58,13,15,46,11,30,52000,1035840.0,19.92,0.66,65,1,2582,5368,2233.27
86299,107,721,3827,4304,28,2,1,7,1,193,896,788,800,799,2,1,59,58,13,15,46,11,30,11040,219916.8,19.92,0.66,65,1,293,5368,474.14
86300,107,721,3828,4307,28,2,1,7,1,193,896,788,800,799,2,1,59,58,13,15,46,11,30,3000,59760.0,19.92,0.66,65,1,1737,5368,128.84
86301,107,721,3968,4309,28,2,1,7,1,193,896,788,800,799,2,1,59,61,15,15,17,11,30,109140,1282395.0,11.75,0.39,65,1,3189,5368,2764.84
86302,62,690,3996,4313,16,2,1,7,0,108,896,778,801,800,2,1,59,145,74,15,19,10,60,26400,70224.0,2.66,0.04,84,1,561,2379,151.4
86303,107,721,3959,4316,28,2,1,7,1,193,896,788,800,799,2,1,59,145,74,15,19,10,60,10000,26600.0,2.66,0.04,84,1,2525,5368,57.35
86304,54,725,3916,4298,9,2,1,7,0,246,896,775,794,793,2,1,59,119,62,15,10,11,60,45024,384955.2,8.55,0.14,65,0,3842,5888,829.96
86305,77,703,3951,4334,42,2,1,7,0,329,896,786,810,809,2,1,59,106,58,15,5,11,60,28610,167368.5,5.85,0.1,84,0,3848,5894,328.04
86306,73,734,3934,4335,26,2,1,7,3,227,896,809,820,819,2,1,59,110,59,15,9,11,60,13446,150864.12,11.22,0.19,65,0,3849,5895,325.26
86307,54,836,4114,4353,9,2,1,7,0,461,896,791,813,812,2,1,59,175,84,15,33,10,30,488,3728.32,7.64,0.25,65,1,1510,2477,8.04
86308,83,831,4098,4360,11,2,1,7,0,420,896,802,811,810,2,1,59,104,57,15,13,10,60,1481,3613.64,2.44,0.04,65,0,3857,5903,7.79
86309,71,685,3713,4369,41,2,1,7,3,745,896,809,830,829,2,1,59,119,62,15,10,11,60,100000,876000.0,8.76,0.15,39,1,3159,247,1716.96
86310,54,837,4125,4377,9,2,1,7,0,497,896,812,831,830,2,1,59,114,60,15,12,11,60,8021,26308.88,3.28,0.05,23,1,2683,1386,56.72
86311,54,725,3920,4381,9,2,1,7,0,246,896,816,834,833,2,1,59,15,1,15,48,11,30,1200,27600.0,23.0,0.77,65,1,121,3891,59.51
86312,107,775,4026,4386,28,2,1,7,0,252,896,820,829,828,2,1,59,110,59,15,9,11,60,51132,573701.04,11.22,0.19,11,1,2655,5432,1236.9
86313,107,775,4036,4404,28,2,1,7,0,252,896,820,829,828,2,1,59,56,12,15,49,10,30,5705,26243.0,4.6,0.15,11,0,4687,5432,56.58
86314,107,775,4038,4407,28,2,1,7,0,252,896,820,829,828,2,1,59,56,12,15,49,10,30,10000,46000.0,4.6,0.15,11,1,3163,5432,99.18
86315,107,775,4062,4420,28,2,1,7,0,252,896,820,829,828,2,1,59,104,57,15,13,10,60,64,156.16,2.44,0.04,11,1,1612,5432,0.34
86316,107,775,4064,4422,28,2,1,7,0,252,896,820,829,828,2,1,59,183,85,15,33,10,60,3000,22500.0,7.5,0.12,11,1,728,5432,48.51
86317,77,732,3898,4457,42,2,1,7,0,246,896,828,845,844,2,1,59,114,60,15,12,11,60,99,324.72,3.28,0.05,23,0,3869,5915,0.7
86318,107,775,4030,4390,28,2,1,7,0,252,896,849,859,858,2,1,59,110,59,15,9,11,60,5000,56100.0,11.22,0.19,11,1,2675,4306,120.95
86319,83,854,4151,4460,11,2,1,7,0,539,896,861,842,841,2,1,59,106,58,15,5,11,60,11485,65809.05,5.73,0.1,84,0,3871,5917,141.88
